
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-22 15:13:12 /api/otps .......................................................................... ~ 505.37ms
  2026-08-22 15:13:15 /api/otps .......................................................................... ~ 509.33ms
  The system cannot find the path specified.
  2026-08-22 15:13:18 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 15:13:19 /api/otps ............................................................................ ~ 0.12ms
  The system cannot find the path specified.
  2026-08-22 15:13:19 /api/captcha/control/status ........................................................ ~ 502.65ms
  2026-08-22 15:13:21 /api/otps .......................................................................... ~ 514.67ms
  2026-08-22 15:13:22 /captcha-control ................................................................... ~ 502.38ms
  2026-08-22 15:13:24 /api/otps .......................................................................... ~ 515.48ms
  2026-08-22 15:13:27 /api/otps .......................................................................... ~ 501.65ms
  2026-08-22 15:13:30 /captcha-algorithm-monitor ......................................................... ~ 514.93ms
  2026-08-22 15:13:30 /api/otps .......................................................................... ~ 498.54ms
  2026-08-22 15:13:31 /ivac-endpoints .................................................................... ~ 500.23ms
  2026-08-22 15:13:31 /bypass-ips .......................................................................... ~ 0.04ms
  2026-08-22 15:13:32 /api-tester ........................................................................ ~ 509.60ms
  2026-08-22 15:13:32 /build/assets/Index-BX1N00sQ.js ...................................................... ~ 0.11ms
  2026-08-22 15:13:32 /build/assets/server-M8hYy70L.js ..................................................... ~ 1.84ms
  2026-08-22 15:13:32 /build/assets/pencil-line-VgIGzLtq.js ................................................ ~ 3.39ms
  2026-08-22 15:13:32 /build/assets/chevron-up-DYFtpNjh.js ................................................. ~ 4.69ms
  2026-08-22 15:13:32 /build/assets/chevron-down-B_NaQErP.js ............................................... ~ 5.90ms
  2026-08-22 15:13:32 /build/assets/undo-2-Di3rMf38.js ..................................................... ~ 6.92ms
  2026-08-22 15:13:32 /build/assets/save-BYyilgWr.js ....................................................... ~ 0.05ms
  2026-08-22 15:13:32 /build/assets/rotate-ccw-CPPDUzt1.js ................................................. ~ 1.61ms
  2026-08-22 15:13:32 /build/assets/file-text-BPRg-LR2.js .................................................. ~ 2.63ms
  2026-08-22 15:13:32 /api/captcha-providers ............................................................. ~ 504.21ms
  The system cannot find the path specified.
  2026-08-22 15:13:32 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 15:13:32 /api/api-tester/context .................................................................. ~ 1s
  2026-08-22 15:13:37 /api/api-tester/session/2 .......................................................... ~ 503.06ms
  2026-08-22 15:13:40 /api/ivac-endpoints ................................................................ ~ 502.89ms
  The system cannot find the path specified.
  2026-08-22 15:13:47 /api/captcha/control/status ........................................................ ~ 503.01ms
  2026-08-22 15:13:49 /_boost/browser-logs ............................................................... ~ 502.26ms
  2026-08-22 15:13:52 /_boost/browser-logs ................................................................. ~ 0.21ms
  2026-08-22 15:13:53 /_boost/browser-logs ................................................................. ~ 0.31ms
  2026-08-22 15:13:55 /api/api-tester/send-otp ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 15:14:02 /api/captcha/control/status .......................................................... ~ 0.37ms
  The system cannot find the path specified.
  2026-08-22 15:14:03 /api/captcha/control/status ........................................................ ~ 503.36ms
  2026-08-22 15:14:09 /api/api-tester/fetch-otp/2 ........................................................ ~ 514.81ms
  The system cannot find the path specified.
  2026-08-22 15:14:17 /api/captcha/control/status ........................................................ ~ 503.51ms
  2026-08-22 15:14:26 /api/captcha/request ............................................................... ~ 501.83ms
  2026-08-22 15:14:27 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 500.35ms
  2026-08-22 15:14:27 /api/captcha/request ............................................................... ~ 501.96ms
  2026-08-22 15:14:28 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 513.37ms
  2026-08-22 15:14:29 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e ............................ ~ 0.20ms
  2026-08-22 15:14:30 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 517.14ms
  2026-08-22 15:14:30 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 515.75ms
  2026-08-22 15:14:31 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 516.07ms
  2026-08-22 15:14:32 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 516.07ms
  The system cannot find the path specified.
  2026-08-22 15:14:32 /api/captcha/control/status ........................................................ ~ 513.92ms
  2026-08-22 15:14:33 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 513.43ms
  2026-08-22 15:14:33 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 501.28ms
  2026-08-22 15:14:34 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 501.22ms
  2026-08-22 15:14:35 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 499.03ms
  2026-08-22 15:14:36 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 502.98ms
  2026-08-22 15:14:36 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 512.55ms
  2026-08-22 15:14:37 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 511.58ms
  2026-08-22 15:14:38 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 498.38ms
  2026-08-22 15:14:39 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 524.38ms
  2026-08-22 15:14:39 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 504.52ms
  2026-08-22 15:14:40 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 503.98ms
  2026-08-22 15:14:41 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 500.31ms
  2026-08-22 15:14:42 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 501.43ms
  2026-08-22 15:14:42 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 515.54ms
  2026-08-22 15:14:43 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d ............................ ~ 0.70ms
  2026-08-22 15:14:44 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e ............................ ~ 0.47ms
  2026-08-22 15:14:45 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 501.59ms
  2026-08-22 15:14:45 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 512.24ms
  2026-08-22 15:14:46 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 511.82ms
  2026-08-22 15:14:47 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 504.88ms
  The system cannot find the path specified.
  2026-08-22 15:14:47 /api/captcha/control/status ........................................................ ~ 516.32ms
  2026-08-22 15:14:48 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 509.69ms
  2026-08-22 15:14:48 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 516.09ms
  2026-08-22 15:14:49 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 507.29ms
  2026-08-22 15:14:50 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 511.43ms
  2026-08-22 15:14:51 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 505.82ms
  2026-08-22 15:14:52 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 505.14ms
  2026-08-22 15:14:53 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 503.17ms
  2026-08-22 15:14:53 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 515.61ms
  2026-08-22 15:14:54 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 518.26ms
  2026-08-22 15:14:55 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 500.37ms
  2026-08-22 15:14:56 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 510.39ms
  2026-08-22 15:14:56 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 505.78ms
  2026-08-22 15:14:57 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 518.60ms
  2026-08-22 15:14:58 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e ................................ ~ 1s
  2026-08-22 15:14:59 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d ................................ ~ 6s
  2026-08-22 15:15:05 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e ................................ ~ 1s
  The system cannot find the path specified.
  2026-08-22 15:15:05 /api/captcha/control/status .............................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 15:15:06 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 15:15:07 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d ................................ ~ 2s
  2026-08-22 15:15:08 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e ................................ ~ 1s
  2026-08-22 15:15:10 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 501.66ms
  2026-08-22 15:15:11 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 509.14ms
  2026-08-22 15:15:12 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d ................................ ~ 1s
  2026-08-22 15:15:13 /api/captcha/request/197c8fcc-244f-4acb-ab7c-e0f67b1fae4e .......................... ~ 507.24ms
  2026-08-22 15:15:14 /api/captcha/request/15b8e098-50c7-413e-9a0a-0af14ceaae3d .......................... ~ 514.52ms
